Education Level,Specialization,Skills,Certifications,CGPA/Percentage,Recommended Career
PhD,Management,"Excel, SQL, Communication, Power BI",Google Data Analytics,7.51,Business Analyst
Master's,Business Analytics,"Excel, Communication, SQL, Power BI",Google Data Analytics,7.76,Business Analyst
Bachelor's,Business Analytics,"Power BI, Communication, Excel, SQL",Google Data Analytics,8.53,Business Analyst
Master's,Business Analytics,"Power BI, SQL, Excel, Communication",Google Data Analytics,7.33,Business Analyst
Master's,Management,"Excel, SQL, Power BI, Communication",Google Data Analytics,8.42,Business Analyst
Master's,Business Analytics,"Power BI, SQL, Excel, Communication",Google Data Analytics,8.8,Business Analyst
Bachelor's,Business Analytics,"Excel, SQL, Communication, Power BI",Google Data Analytics,9.24,Business Analyst
Master's,Business Analytics,"Communication, SQL, Power BI, Excel",Google Data Analytics,7.16,Business Analyst
PhD,Management,"Power BI, SQL, Excel, Communication",Google Data Analytics,8.03,Business Analyst
Bachelor's,Management,"Power BI, SQL, Excel, Communication",Google Data Analytics,9.0,Business Analyst
Master's,Business Analytics,"Communication, SQL, Excel, Power BI",Google Data Analytics,7.71,Business Analyst
Bachelor's,Management,"Power BI, Communication, SQL, Excel",Google Data Analytics,9.46,Business Analyst
PhD,Business Analytics,"Power BI, Excel, SQL, Communication",Google Data Analytics,7.13,Business Analyst
Master's,Business Analytics,"Power BI, Excel, SQL, Communication",Google Data Analytics,9.58,Business Analyst
Bachelor's,Management,"SQL, Excel, Communication, Power BI",Google Data Analytics,8.22,Business Analyst
PhD,Business Analytics,"SQL, Power BI, Communication, Excel",Google Data Analytics,8.75,Business Analyst
Bachelor's,Management,"Power BI, Excel, SQL, Communication",Google Data Analytics,6.54,Business Analyst
Bachelor's,Business Analytics,"Power BI, SQL, Excel, Communication",Google Data Analytics,6.78,Business Analyst
Bachelor's,Business Analytics,"Communication, SQL, Power BI, Excel",Google Data Analytics,7.78,Business Analyst
PhD,Business Analytics,"SQL, Communication, Excel, Power BI",Google Data Analytics,8.28,Business Analyst
Master's,Business Analytics,"Power BI, SQL, Excel, Communication",Google Data Analytics,7.9,Business Analyst
Bachelor's,Management,"SQL, Excel, Power BI, Communication",Google Data Analytics,8.48,Business Analyst
Bachelor's,Management,"Power BI, Communication, Excel, SQL",Google Data Analytics,9.28,Business Analyst
PhD,Business Analytics,"SQL, Power BI, Communication, Excel",Google Data Analytics,8.56,Business Analyst
Master's,Management,"Excel, Communication, Power BI, SQL",Google Data Analytics,6.6,Business Analyst
PhD,Management,"Communication, Excel, SQL, Power BI",Google Data Analytics,9.38,Business Analyst
PhD,Business Analytics,"Excel, Communication, Power BI, SQL",Google Data Analytics,7.48,Business Analyst
Master's,Management,"Power BI, SQL, Excel, Communication",Google Data Analytics,8.95,Business Analyst
Master's,Business Analytics,"Power BI, SQL, Communication, Excel",Google Data Analytics,9.71,Business Analyst
Bachelor's,Management,"SQL, Communication, Power BI, Excel",Google Data Analytics,9.2,Business Analyst
Master's,Business Analytics,"Power BI, Communication, Excel, SQL",Google Data Analytics,8.77,Business Analyst
Master's,Management,"SQL, Excel, Communication, Power BI",Google Data Analytics,8.83,Business Analyst
Bachelor's,Business Analytics,"Communication, Excel, Power BI, SQL",Google Data Analytics,8.5,Business Analyst
Master's,Management,"Excel, SQL, Communication, Power BI",Google Data Analytics,7.08,Business Analyst
PhD,Management,"SQL, Communication, Power BI, Excel",Google Data Analytics,9.79,Business Analyst
Master's,Business Analytics,"Excel, Power BI, Communication, SQL",Google Data Analytics,8.77,Business Analyst
Master's,Business Analytics,"Power BI, Communication, SQL, Excel",Google Data Analytics,7.14,Business Analyst
Master's,Business Analytics,"Communication, SQL, Power BI, Excel",Google Data Analytics,9.4,Business Analyst
PhD,Management,"Excel, SQL, Communication, Power BI",Google Data Analytics,7.97,Business Analyst
PhD,Management,"SQL, Communication, Power BI, Excel",Google Data Analytics,7.76,Business Analyst
Bachelor's,Business Analytics,"SQL, Power BI, Excel, Communication",Google Data Analytics,6.64,Business Analyst
Bachelor's,Management,"SQL, Communication, Excel, Power BI",Google Data Analytics,6.59,Business Analyst
Bachelor's,Business Analytics,"Communication, Power BI, SQL, Excel",Google Data Analytics,9.37,Business Analyst
PhD,Management,"Power BI, Excel, SQL, Communication",Google Data Analytics,8.79,Business Analyst
Master's,Management,"Communication, Power BI, SQL, Excel",Google Data Analytics,9.73,Business Analyst
Master's,Business Analytics,"Power BI, Communication, SQL, Excel",Google Data Analytics,7.22,Business Analyst
Master's,Business Analytics,"Power BI, Excel, Communication, SQL",Google Data Analytics,7.03,Business Analyst
Bachelor's,Management,"Excel, Power BI, Communication, SQL",Google Data Analytics,9.72,Business Analyst
Bachelor's,Business Analytics,"Excel, SQL, Communication, Power BI",Google Data Analytics,8.85,Business Analyst
Bachelor's,Business Analytics,"Power BI, Excel, Communication, SQL",Google Data Analytics,9.23,Business Analyst
Bachelor's,Management,"Excel, Power BI, SQL, Communication",Google Data Analytics,9.21,Business Analyst
PhD,Management,"SQL, Communication, Power BI, Excel",Google Data Analytics,8.16,Business Analyst
Master's,Management,"SQL, Excel, Communication, Power BI",Google Data Analytics,9.17,Business Analyst
PhD,Business Analytics,"Communication, Power BI, SQL, Excel",Google Data Analytics,6.75,Business Analyst
Bachelor's,Management,"Power BI, SQL, Communication, Excel",Google Data Analytics,8.75,Business Analyst
PhD,Business Analytics,"Power BI, Excel, SQL, Communication",Google Data Analytics,8.01,Business Analyst
PhD,Management,"Communication, Power BI, Excel, SQL",Google Data Analytics,7.8,Business Analyst
Bachelor's,Business Analytics,"SQL, Power BI, Excel, Communication",Google Data Analytics,9.23,Business Analyst
PhD,Business Analytics,"SQL, Power BI, Communication, Excel",Google Data Analytics,9.3,Business Analyst
PhD,Business Analytics,"SQL, Communication, Excel, Power BI",Google Data Analytics,8.49,Business Analyst
Bachelor's,Management,"Communication, Power BI, SQL, Excel",Google Data Analytics,8.26,Business Analyst
Bachelor's,Management,"SQL, Power BI, Excel, Communication",Google Data Analytics,7.87,Business Analyst
Master's,Management,"Communication, Power BI, Excel, SQL",Google Data Analytics,9.07,Business Analyst
PhD,Management,"SQL, Communication, Excel, Power BI",Google Data Analytics,6.66,Business Analyst
Master's,Management,"Communication, Excel, SQL, Power BI",Google Data Analytics,6.78,Business Analyst
Bachelor's,Management,"SQL, Power BI, Excel, Communication",Google Data Analytics,9.37,Business Analyst
Bachelor's,Business Analytics,"Power BI, SQL, Excel, Communication",Google Data Analytics,7.24,Business Analyst
Bachelor's,Business Analytics,"Excel, Power BI, SQL, Communication",Google Data Analytics,8.92,Business Analyst
Master's,Business Analytics,"SQL, Excel, Power BI, Communication",Google Data Analytics,7.94,Business Analyst
Master's,Business Analytics,"Communication, SQL, Excel, Power BI",Google Data Analytics,7.16,Business Analyst
PhD,Management,"Communication, Excel, SQL, Power BI",Google Data Analytics,8.43,Business Analyst
PhD,Business Analytics,"Power BI, Excel, Communication, SQL",Google Data Analytics,7.82,Business Analyst
PhD,Business Analytics,"Communication, Power BI, Excel, SQL",Google Data Analytics,7.38,Business Analyst
Master's,Management,"Communication, Excel, Power BI, SQL",Google Data Analytics,9.74,Business Analyst
Master's,Management,"Excel, SQL, Communication, Power BI",Google Data Analytics,8.28,Business Analyst
Bachelor's,Management,"Communication, SQL, Excel, Power BI",Google Data Analytics,9.19,Business Analyst
Master's,Business Analytics,"Communication, SQL, Power BI, Excel",Google Data Analytics,7.56,Business Analyst
Master's,Management,"Power BI, SQL, Communication, Excel",Google Data Analytics,8.17,Business Analyst
Master's,Business Analytics,"SQL, Communication, Excel, Power BI",Google Data Analytics,7.86,Business Analyst
Bachelor's,Management,"SQL, Power BI, Communication, Excel",Google Data Analytics,7.47,Business Analyst
Bachelor's,Management,"Excel, Communication, Power BI, SQL",Google Data Analytics,9.66,Business Analyst
PhD,Business Analytics,"SQL, Communication, Power BI, Excel",Google Data Analytics,7.3,Business Analyst
PhD,Business Analytics,"SQL, Power BI, Excel, Communication",Google Data Analytics,7.31,Business Analyst
Bachelor's,Business Analytics,"SQL, Communication, Excel, Power BI",Google Data Analytics,6.6,Business Analyst
PhD,Management,"Excel, SQL, Power BI, Communication",Google Data Analytics,9.02,Business Analyst
Bachelor's,Business Analytics,"SQL, Excel, Power BI, Communication",Google Data Analytics,9.75,Business Analyst
Master's,Business Analytics,"SQL, Communication, Excel, Power BI",Google Data Analytics,8.93,Business Analyst
Bachelor's,Management,"Power BI, Communication, SQL, Excel",Google Data Analytics,7.86,Business Analyst
PhD,Business Analytics,"SQL, Excel, Power BI, Communication",Google Data Analytics,9.54,Business Analyst
Bachelor's,Management,"Communication, Power BI, Excel, SQL",Google Data Analytics,8.08,Business Analyst
PhD,Business Analytics,"SQL, Communication, Excel, Power BI",Google Data Analytics,6.67,Business Analyst
PhD,Management,"Excel, SQL, Communication, Power BI",Google Data Analytics,9.51,Business Analyst
Master's,Business Analytics,"Communication, Excel, SQL, Power BI",Google Data Analytics,9.41,Business Analyst
PhD,Management,"Power BI, Communication, Excel, SQL",Google Data Analytics,9.2,Business Analyst
PhD,Management,"Excel, Power BI, SQL, Communication",Google Data Analytics,7.44,Business Analyst
Master's,Management,"Communication, Power BI, SQL, Excel",Google Data Analytics,8.99,Business Analyst
Master's,Business Analytics,"Communication, Excel, SQL, Power BI",Google Data Analytics,6.85,Business Analyst
Bachelor's,Management,"Excel, Power BI, SQL, Communication",Google Data Analytics,8.07,Business Analyst
Bachelor's,Management,"Communication, Power BI, SQL, Excel",Google Data Analytics,9.34,Business Analyst
Bachelor's,Business Analytics,"Communication, Power BI, SQL, Excel",Google Data Analytics,7.45,Business Analyst
PhD,Business Analytics,"Communication, SQL, Power BI, Excel",Google Data Analytics,8.71,Business Analyst
Master's,Business Analytics,"SQL, Power BI, Communication, Excel",Google Data Analytics,6.72,Business Analyst
Master's,Management,"SQL, Communication, Power BI, Excel",Google Data Analytics,7.33,Business Analyst
Bachelor's,Business Analytics,"Communication, SQL, Power BI, Excel",Google Data Analytics,9.37,Business Analyst
Master's,Management,"Power BI, Communication, SQL, Excel",Google Data Analytics,6.54,Business Analyst
Bachelor's,Business Analytics,"SQL, Communication, Power BI, Excel",Google Data Analytics,6.81,Business Analyst
Master's,Business Analytics,"SQL, Excel, Power BI, Communication",Google Data Analytics,7.65,Business Analyst
PhD,Business Analytics,"Power BI, SQL, Communication, Excel",Google Data Analytics,8.93,Business Analyst
Master's,Business Analytics,"Communication, Power BI, Excel, SQL",Google Data Analytics,9.62,Business Analyst
Master's,Business Analytics,"Excel, Communication, Power BI, SQL",Google Data Analytics,8.77,Business Analyst
PhD,Business Analytics,"Excel, Communication, SQL, Power BI",Google Data Analytics,7.64,Business Analyst
Bachelor's,Business Analytics,"Excel, Power BI, SQL, Communication",Google Data Analytics,7.27,Business Analyst
Master's,Business Analytics,"Communication, SQL, Power BI, Excel",Google Data Analytics,7.23,Business Analyst
Master's,Business Analytics,"Power BI, Excel, Communication, SQL",Google Data Analytics,8.8,Business Analyst
Master's,Business Analytics,"Power BI, Excel, Communication, SQL",Google Data Analytics,6.98,Business Analyst
Bachelor's,Business Analytics,"Power BI, SQL, Excel, Communication",Google Data Analytics,7.67,Business Analyst
PhD,Business Analytics,"SQL, Excel, Power BI, Communication",Google Data Analytics,8.82,Business Analyst
Master's,Business Analytics,"Excel, SQL, Power BI, Communication",Google Data Analytics,6.54,Business Analyst
PhD,Business Analytics,"Power BI, Excel, SQL, Communication",Google Data Analytics,8.3,Business Analyst
PhD,Management,"Excel, SQL, Power BI, Communication",Google Data Analytics,9.48,Business Analyst
Bachelor's,Management,"Communication, Power BI, SQL, Excel",Google Data Analytics,8.15,Business Analyst
Bachelor's,Business Analytics,"Excel, Communication, Power BI, SQL",Google Data Analytics,7.46,Business Analyst
Bachelor's,Business Analytics,"Power BI, SQL, Excel, Communication",Google Data Analytics,7.13,Business Analyst
PhD,Management,"SQL, Excel, Power BI, Communication",Google Data Analytics,7.83,Business Analyst
Bachelor's,Business Analytics,"Communication, SQL, Power BI, Excel",Google Data Analytics,7.07,Business Analyst
Bachelor's,Business Analytics,"Excel, Communication, Power BI, SQL",Google Data Analytics,8.96,Business Analyst
PhD,Business Analytics,"SQL, Excel, Communication, Power BI",Google Data Analytics,9.6,Business Analyst
Bachelor's,Management,"Communication, Power BI, Excel, SQL",Google Data Analytics,6.9,Business Analyst
Bachelor's,Management,"Power BI, Excel, SQL, Communication",Google Data Analytics,7.5,Business Analyst
Bachelor's,Business Analytics,"Excel, Power BI, Communication, SQL",Google Data Analytics,8.96,Business Analyst
PhD,Management,"Power BI, SQL, Excel, Communication",Google Data Analytics,8.53,Business Analyst
Master's,Business Analytics,"Power BI, Communication, SQL, Excel",Google Data Analytics,6.52,Business Analyst
Bachelor's,Business Analytics,"Communication, Excel, SQL, Power BI",Google Data Analytics,9.58,Business Analyst
Bachelor's,Business Analytics,"SQL, Power BI, Excel, Communication",Google Data Analytics,9.0,Business Analyst
Bachelor's,Business Analytics,"Excel, Communication, Power BI, SQL",Google Data Analytics,7.71,Business Analyst
PhD,Management,"SQL, Excel, Communication, Power BI",Google Data Analytics,6.9,Business Analyst
Bachelor's,Management,"Power BI, Communication, SQL, Excel",Google Data Analytics,9.1,Business Analyst
PhD,Business Analytics,"Communication, Power BI, Excel, SQL",Google Data Analytics,7.8,Business Analyst
PhD,Management,"SQL, Power BI, Communication, Excel",Google Data Analytics,6.62,Business Analyst
Bachelor's,Management,"Excel, Power BI, SQL, Communication",Google Data Analytics,7.06,Business Analyst
Bachelor's,Management,"Communication, Power BI, Excel, SQL",Google Data Analytics,9.3,Business Analyst
Bachelor's,Business Analytics,"Excel, Power BI, SQL, Communication",Google Data Analytics,9.64,Business Analyst
PhD,Business Analytics,"Power BI, Excel, SQL, Communication",Google Data Analytics,7.67,Business Analyst
PhD,Management,"Communication, SQL, Excel, Power BI",Google Data Analytics,7.39,Business Analyst
PhD,Business Analytics,"Communication, Power BI, SQL, Excel",Google Data Analytics,8.94,Business Analyst
PhD,Management,"SQL, Power BI, Communication, Excel",Google Data Analytics,8.66,Business Analyst
Bachelor's,Management,"SQL, Communication, Power BI, Excel",Google Data Analytics,9.42,Business Analyst
Master's,Management,"Power BI, SQL, Excel, Communication",Google Data Analytics,9.53,Business Analyst
PhD,Management,"Power BI, Communication, SQL, Excel",Google Data Analytics,7.26,Business Analyst
Master's,Management,"Communication, Excel, Power BI, SQL",Google Data Analytics,8.78,Business Analyst
PhD,Management,"Power BI, Excel, Communication, SQL",Google Data Analytics,8.0,Business Analyst
PhD,Management,"Excel, Communication, SQL, Power BI",Google Data Analytics,6.83,Business Analyst
Master's,Business Analytics,"SQL, Excel, Power BI, Communication",Google Data Analytics,9.75,Business Analyst
